x,theta
-4.8604334057976475,-0.05669906434942365
-4.857620238233357,-0.03735790892299698
-4.858467841790058,-0.02868116875460605
-4.857061459167148,-0.04480859271125073
-4.850373446649712,-0.05516509304499942
-4.8557141692331065,-0.03845508646912868
-4.855433511497544,-0.02543050933444671
-4.85403872318383,-0.06921485193300517
-4.861209118728056,-0.09593584161072702
-4.842462778288286,-0.032395156239291706
-4.3995997758544645,-0.043621996294760185
-4.39761685140733,-0.04275220400260718
-4.394013945984054,-0.0576099448257075
-4.399084267489282,-0.05675848539742437
-4.399795012402096,-0.030826720087977294
-4.402986767511027,-0.030973729440512826
-4.399737692402544,-0.03316959885833806
-4.399400935297232,-0.048753867467466155
-4.404439368777008,-0.029650685452588893
-4.403487444150961,-0.034069724347800784
-3.9452493380642752,-0.051477984120113424
-3.948575074422339,-0.03333717076020706
-3.9489505328694707,-0.03511409227874854
-3.9448129241367402,-0.06448773886487127
-3.9445822044237233,-0.05117334583594693
-3.9456164451749878,-0.03222816559902977
-3.9505139433720133,-0.03514814225411336
-3.9462182950529825,-0.048471674004716
-3.9468320280240627,-0.017349267442159172
-3.948202999719309,-0.0375294299854492
-3.946257219571198,-0.05336570904281526
-3.489332123121071,-0.048269714070832165
-3.4928192828694713,-0.048108931204299515
-3.491854883480692,-0.051916890537185206
-3.493922077916352,-0.04941435606445446
-3.489110095711001,-0.07026558800287022
-3.4913077099029644,-0.059032101000874776
-3.4924962046038797,-0.049906554949394916
-3.494240352727033,-0.05388903531088032
-3.4917100992608923,-0.10596364570055286
-3.4903736848732017,-0.04710038641360395
-3.489576640095578,-0.05446809880200279
-3.036189079388837,-0.0856820017411837
-3.033687932179022,-0.08225887409141233
-3.038662221181159,-0.06957621546566786
-3.032871194026496,-0.07921223487696152
-3.0368646686405905,-0.10651150338342122
-3.03774778988171,-0.04635616071923579
-3.0342643685806956,-0.0818318587328444
-3.0401349769445916,-0.04073389925187246
-3.033082223174052,-0.09112655182816012
-3.039416082328169,-0.039488988257701224
-3.037213864169043,-0.11866240285140098
-3.0388084396685535,-0.06791737927568778
