994, 0.027875232491687125
2000, 0.013571156039734874
2952, 0.009610296395234487
3948, 0.005864151477193999
5088, 0.0036248825949528815
5968, 0.003138781519552586
7050, 0.0015946857678625552
8000, 0.0015192125109286228
8904, 0.001313232533812786
9968, 0.0012289584956127189
10928, 0.0012071236905476686
11834, 0.0010471692349035585
12878, 0.0010322022094101462
13860, 0.000948671294245276
14878, 0.0009361778974035643
15990, 0.0008661850547795599
16936, 0.0008510843615235959
18000, 0.0008050278846179986
19096, 0.0007730486452199357
20066, 0.0007355487921971294
20898, 0.0008144182715380658
21912, 0.0007839279470354163
23120, 0.000751223843242647
24116, 0.0007066149992428309
24886, 0.0007745095929737257
25920, 0.0007289656303908382
27048, 0.0007035676645078054
27938, 0.0007496282645516057
28880, 0.0007086406149922013
