1036, 0.05044810317905192
2024, 0.027605616935334427
3024, 0.013577421113052351
4010, 0.011107764561614776
4960, 0.008190004207860284
6052, 0.005025572584704085
7074, 0.004803282047490979
8034, 0.003197538963998584
9122, 0.003132312302692211
10120, 0.002103128093321571
10948, 0.0021997990826291246
11904, 0.0016828067764647623
13000, 0.0015202046105972837
14040, 0.0012410971124067716
14970, 0.001537431935695089
15884, 0.0012229926609965043
16986, 0.0010352069616297744
18172, 0.0009344626830296548
18888, 0.0010259480917265882
20088, 0.0009187434578646122
20942, 0.0010333717438737317
21970, 0.0008984023837874945
23262, 0.0008376842702403454
23936, 0.0009023173895863632
25034, 0.0008187664525815708
25930, 0.0008673816512801772
27072, 0.0008067060450123527
27798, 0.0008786344201227466
29040, 0.0007842269385132623
