1000, 0.14520234871737547
1988, 0.07490148383152147
3132, 0.028023040421928793
4000, 0.013184315372386525
4928, 0.008816338374068394
5856, 0.006225080540155944
6864, 0.004887968749123861
7896, 0.004254583883007664
9000, 0.003637953502874893
10112, 0.0032108160381668035
11288, 0.002868437489583448
11764, 0.003608970950077245
12960, 0.0031833167479743915
14212, 0.0028159240789447175
14744, 0.003402141998947027
16000, 0.002979029675630048
17304, 0.0025848375846793184
17808, 0.0030288213814738917
19184, 0.002664513212455945
19712, 0.0030581854282970113
21068, 0.0026576913578422135
21620, 0.0030164784671421817
23040, 0.002643935577816254
23520, 0.0029205774568074275
25000, 0.002571873927739017
