1032, 0.10741552015082367
2060, 0.05026335289490934
3060, 0.010788586087212887
3978, 0.02422579174769637
5016, 0.008193801098694506
6048, 0.013589319455464445
6968, 0.013609229225789443
7942, 0.011050033144460139
9086, 0.008125523493538284
9920, 0.008186159028874797
11050, 0.004377698767273141
12104, 0.005017205521293435
13036, 0.005852598839958243
14046, 0.0047686212176263
14896, 0.0031541932653866974
16100, 0.0036004980965979767
17010, 0.0032361768132476163
18094, 0.0020639510102587826
18904, 0.0030976088187519043
20204, 0.0022510552186459044
21060, 0.0021125335972795992
21896, 0.002157481233148229
23124, 0.0015367066291605228
23808, 0.0016202158916052004
25088, 0.001413521881286827
26000, 0.0014642522087434215
26928, 0.0015145462071278564
28080, 0.001168523495587351
29002, 0.0014406337767130125
