anisotropy,normalised displacement,rebound radius ratio
0.012172333706907864,0.4773854418961,0.5690885710885634
0.018657719497426978,0.6344012513217226,0.6357852620453264
0.012474149051332793,0.47889717232691137,0.5694581888236098
0.01691741761168172,0.5886965440322959,0.6211346638827137
0.016363214974894912,0.5798878182143784,0.6052635838680641
0.0133030559056029,0.502754417565888,0.5796462707299881
0.017250074766747947,0.5956815475984404,0.6273402675401366
0.017592812456524564,0.5905495327159173,0.6205289308504977
0.013415291555741244,0.5339566641960006,0.5923532332495337
0.016145160111345265,0.5715017706170299,0.6043555035487461
0.013879874936192194,0.5482991971320014,0.6060365377067867
0.01628309745874651,0.5636189731104836,0.6057237303950525
0.010928356857720388,0.4622300514781289,0.5513673823013273
0.010958150610508425,0.4699250925746785,0.5604040070286863
0.014112460172183677,0.5290653660815177,0.5846420972082109
0.013722566247772747,0.5161591059756283,0.5875696513930031
0.011124484731989334,0.47300188699148243,0.5716297432606894
0.012070925448354532,0.4876021983867047,0.5706496522745157
0.011401643690901067,0.4503562751008168,0.552440529618151
0.013001098948972634,0.5088461605854315,0.5777933963322953
0.012319097052981775,0.4752496975250335,0.5706222534195113
0.010182608194818284,0.42131755039783,0.5329221135149522
0.016866431435266834,0.5600396220057823,0.6118525276630834
0.008349504152546513,0.3885037249160408,0.5073226833471807
0.013983705704468153,0.5233427191335583,0.60122240607353
0.010247642758394362,0.42993889208264335,0.5349630042379204
0.013437974162243134,0.49713225374725645,0.5818535303250367
0.010859904886912053,0.45525618007618995,0.5526748562242848
0.013555313909376284,0.5005978470591013,0.5765500605317538
0.010452995634942994,0.44439838771571727,0.5450987217811607
0.012700639608427983,0.47809335600288183,0.5658634303442376
0.014414478654467352,0.5326283274701369,0.5888421047147897
0.011154425700217838,0.43937618199026096,0.5511706875854133
0.01634257913558293,0.5615100008270368,0.600847537102429
0.013180550890307561,0.48292898396002704,0.5712906420655519
0.01555114417377866,0.5413368064153181,0.596343275124803
0.010418406451606924,0.4384604621074882,0.539002072853897
0.012681163625814828,0.4756645505534125,0.5676718992899958
0.016833121778469965,0.5757847482862717,0.6130746173686199
0.011555620023107806,0.48280569964522707,0.5819470048692972
0.0119727262638694,0.4913681851617651,0.5701929497985748
0.016085644550362224,0.5551349086971682,0.6092529866719373
0.014198625004749471,0.5254090662186404,0.5935432401953975
0.013453212359648005,0.4898885117733004,0.5713731430711675
0.0170373061367519,0.5548462788299985,0.611060805205387
0.011156413997221264,0.45105662113874107,0.554022292700055
0.014396473309175076,0.5103230342117759,0.5843432407932829
0.014935189992655386,0.5249431311752408,0.5898595558855407
0.01558496908919628,0.5240366798621894,0.5964581694371636
0.014492817778243967,0.5567664598200016,0.6
0.014904975447213682,0.5332478453372486,0.6004704828772671
0.014973825928540987,0.5601875770328001,0.6074056650531624
0.012601618393127038,0.4840628895460265,0.5679360796500952
0.009662493195168282,0.4163462077168684,0.5228426971674257
0.014176766931398056,0.5213069999688283,0.581324662682692
0.0160993387115426,0.5655524153533887,0.6079519458357507
0.016641660076122312,0.5568829034968763,0.6099552889724414
0.013394098689845653,0.4928609852300297,0.5799770603721667
0.007390063729109939,0.3983281829543752,0.47962477016901517
0.010824764374026293,0.4503757193719903,0.540955649759591
0.01813881468586178,0.5801983535563677,0.6188669369067701
0.013245098525971213,0.5050289516445413,0.5859328641382022
0.010842213461962893,0.44444248113033163,0.5373176352721122
0.016764559733505317,0.5627114173662807,0.6083841840313399
0.013255690928532224,0.49500861012214836,0.5768713389792958
0.014583845078754968,0.5149032151513815,0.5856516070822728
0.009408980571973358,0.4098693880821445,0.5265652136596323
0.014455609366420085,0.5037426568472991,0.5818525254704184
0.012937054368648133,0.5326962263935184,0.5953049018912603
0.01022087745426836,0.44186192408355857,0.5466800121653809
0.013895801684022803,0.4885602319071401,0.5767299625166266
0.016980624994110568,0.5648662337080931,0.6129093691051247
0.016801278107785818,0.5557707554633411,0.6089427620704216
0.014537727547878132,0.5474125181245146,0.600128520939677
0.017538705053970236,0.5650203846478744,0.6176074078041344
0.00944299710881908,0.43346116542548124,0.5358258812338202
0.01374634020434098,0.49785234156171315,0.5814989472398258
0.015533334972277456,0.5953114084680317,0.6194773076287717
0.013603762639227105,0.4968787139714614,0.578139322816251
0.006933401540457507,0.34838851530482573,0.4818509038084791
0.015513791135575031,0.5509137579844379,0.6036222147609228
0.011044690767479805,0.4522017468212758,0.552917010165262
0.009424060461617235,0.4211286376813881,0.5289408221642574
0.008407853630187912,0.40175717181418663,0.5102474134255743
0.013306692980453469,0.49996857580992893,0.5722792378665233
0.015301182219119474,0.528372736631439,0.5961527854709872
0.015350034779843586,0.540415838768297,0.6027897753844078
0.01579878288590611,0.5825837662030161,0.6167422306791354
0.013217593931805403,0.4919981925906699,0.5715133853155663
0.015196520897813398,0.536753153951421,0.5934602951767031
0.005642951338780653,0.3259415334583976,0.4437528684629498
0.008797394972522956,0.4085038275249222,0.513188141879289
0.005425825624110383,0.31547292573280467,0.43036178687893956
0.008551031136596282,0.39609047771086636,0.5166979235356443
0.012946433006788462,0.5088220393742299,0.5787595547346625
0.01704060367851848,0.5533668252286328,0.6093824387958766
0.013640078581563688,0.5055416697086935,0.5803908223207641
0.007792646295264982,0.38365374628751786,0.49491142560055235
0.01140701138657037,0.4610195445596379,0.5573565009244061
0.008684799525685405,0.40114673883206864,0.5136611530248807
0.014602838996956188,0.5317199311155627,0.594884916095308
0.01458073854336192,0.5112470957464172,0.5842744926431116
0.014318963421669656,0.5259539959566424,0.596016895423603
0.013574073987906294,0.49930619225150924,0.5790581801307184
0.014736542137860366,0.566679600716996,0.6105555338614972
0.009427500626559074,0.4332235638077776,0.5437680971194775
0.013776956224828047,0.5024116851194099,0.5792263107516717
0.012957611231151606,0.48278972806288717,0.574382303666054
0.01107894325667803,0.4416272707547834,0.5499119968434615
0.014573800917181424,0.5210245716094366,0.5869226668127943
0.013697855820634893,0.5246129778930404,0.6018099319667042
0.014465752366453375,0.530584953377622,0.5924741690788224
0.014600561207360174,0.5200246528031859,0.5833713810630549
0.013743198697627407,0.524419274031998,0.5838476701937999
0.014204049143382374,0.5172821025824489,0.5823048273293405
0.01389842262210669,0.5263502082495383,0.5916192259306802
0.00866952654849162,0.45442231527277077,0.5006261743217588
0.013580552333573689,0.5576614485811358,0.6039432257095858
0.01591379774080242,0.548788885193759,0.6031465948976169
0.015515435977706559,0.546551110605266,0.6107236572333306
0.013747845270532688,0.5368292489381998,0.6125651311693046
0.01493949688923938,0.5246806367994166,0.5857876817771328
0.017378653212245316,0.5820650968736779,0.61840884622117
0.014150344225078737,0.5238753476904127,0.5859212333814992
0.017566468758511256,0.5889261018996262,0.6348615386740042
0.00756794866832668,0.38874595366900777,0.5061031030108322
0.013561962501091911,0.5217761980436771,0.5945053121297593
0.01288192250084873,0.5001407719425336,0.5764975877773515
0.014800294811395914,0.5382528316409454,0.5925462944877059
0.013923372952393012,0.517559390768226,0.5852616298529097
0.014091388621220648,0.5162094942895665,0.5878184925982339
0.010647229683885805,0.4915306922683968,0.5597993838332229
0.016279403475184785,0.6061908248066723,0.6260481131969857
0.012731982146369048,0.4934296281621176,0.5745775603191441
0.01245728368687548,0.4847117084548419,0.5686544708876602
0.014799375111062364,0.5412571196900565,0.5975843932927859
0.016414082511863087,0.6006034882002113,0.6226119880356366
0.01651595309211944,0.5736986568661311,0.6184956320028543
0.016693845057024707,0.5798838477290535,0.612581305840813
0.012033419553033244,0.48105803502014777,0.5645372353320336
0.010436718004356933,0.4401898460957982,0.546539995727912
0.011253037159493743,0.5119816438191249,0.5808036468917143
0.016541001989033098,0.5746953903386968,0.6144613686428794
0.014166819835794738,0.5377171445040252,0.5985485848114087
0.014904276479147714,0.5234845466722872,0.5921674884831114
0.01837612388696076,0.6165024554167446,0.6299832966260585
0.015879771707220772,0.5827619991528905,0.6168114373180422
0.015726664979511248,0.5582431284614229,0.6005123473876948
0.016308294657410953,0.609523638927133,0.6262131084086767
0.009778010188991309,0.4345492663662896,0.5452198476031797
