mean x,mean theta,99% confidence interval
-7.29134317820584,-0.020863234983503922,0.015864057084459628
-5.471746357268343,-0.029696357616411217,0.015864057084459628
-3.651841779267437,-0.061726644759206424,0.015864057084459628
-2.2885472612433486,-0.12146130407377391,0.01586405708445962
-2.108331966269982,-0.15579085251158067,0.01737820383741634
-1.9245557997230835,-0.16262140508116488,0.01737820383741634
-1.835101020401856,-0.16684615670928546,0.01737820383741634
-1.7439395959184114,-0.1714427859527695,0.01737820383741634
-1.6532510900981012,-0.1612476071184924,0.01737820383741634
-1.5602013679226792,-0.1701617329658802,0.01586405708445962
-1.470194536670008,-0.17803868774466367,0.01586405708445962
-1.3793961519382,-0.17013008125901236,0.01737820383741634
-1.287468067017166,-0.17125017849658214,0.01737820383741634
-1.1970604047610076,-0.1665427084615988,0.01586405708445962
-1.1045315217424823,-0.15975564492252578,0.01737820383741634
-1.0148225418153056,-0.16905500628273545,0.01737820383741634
-0.9245004226499531,-0.1565858728246725,0.01737820383741634
-0.835622064145771,-0.150833191782402,0.01737820383741634
-0.7428843497012018,-0.12027747054079276,0.01586405708445962
-0.6543058559991056,-0.11482837126400944,0.017378203837416353
-0.5618054218001185,-0.10684271645184962,0.017378203837416353
-0.4721361463370787,-0.10233040175822203,0.017378203837416353
-0.2888544447112333,-0.05458738690971226,0.015864057084459628
-0.1069761395383102,-0.01831276201247551,0.01737820383741635
0.07465842710770464,0.021821432110613635,0.01586405708445963
0.2563307916376893,0.08026845978970487,0.017378203837416353
0.4364630652233307,0.08414140744313743,0.01586405708445962
0.5243675520393524,0.10507177294545385,0.017378203837416353
0.61748643423261,0.12966235581502664,0.014687262912731855
0.7093831063043659,0.12585043465459536,0.014687262912731855
0.8004500811922897,0.1315889304101608,0.01737820383741634
0.8884732231393742,0.15707456666470465,0.01737820383741634
0.9784162165136839,0.16551544048327657,0.01586405708445962
1.0726345387384144,0.17960147351644729,0.014687262912731869
1.1621323914288322,0.16364641828717028,0.01737820383741634
1.252492085035351,0.17306878556375166,0.01737820383741634
1.3444322816865768,0.17492924908712298,0.01737820383741634
1.4371704752803118,0.16506495631545728,0.01737820383741634
1.5273927006527628,0.18243281003149137,0.01737820383741634
1.6157347809370748,0.16231903696940636,0.01737820383741634
1.7072968014296634,0.17474576592441796,0.01737820383741634
1.7976536918321078,0.16205549087964521,0.01737820383741634
1.8923931194579073,0.16687377724744482,0.01737820383741634
2.0728597685300922,0.14938068932312615,0.01737820383741634
2.2499057924449652,0.14697491775819121,0.01737820383741634
