x,theta
-0.2608695652173916,-0.009630076488850836
-0.22073578595317755,-0.008147445285913824
-0.18060200668896265,-0.006665192738668502
-0.14046822742474863,-0.005183402623170075
-0.1003344481605346,-0.0037020589191167907
-0.060200668896320586,-0.002221073971181653
-0.020066889632106566,-0.0007403343298404419
0.020066889632107454,0.000740334329841108
0.060200668896321474,0.002221073971182319
0.1003344481605355,0.0037020589191147923
0.14046822742474951,0.005183402623170519
0.18060200668896353,0.006665192738669612
0.22073578595317755,0.008147445285913157
0.2608695652173916,0.00963007648885017
0.3010033444816056,0.011112907942970818
0.3411371237458196,0.012595652572054306
0.38127090301003363,0.014077911771935847
0.42140468227424766,0.015559112528196417
0.4615384615384617,0.01703857446226853
0.5016722408026757,0.01851542736541134
0.5418060200668897,0.01998868743813831
0.5819397993311037,0.021457169997184833
