x,theta
-6.0,-0.013547007385447118
-5.959866220735786,-0.013810732410521664
-5.919732441471572,-0.014079303833475665
-5.879598662207358,-0.014352966889322971
-5.839464882943144,-0.014631752987150026
-5.79933110367893,-0.014915652233967291
-5.759197324414716,-0.015204919883391455
-5.719063545150502,-0.01549949387020022
-5.678929765886288,-0.015799638874452127
-5.638795986622074,-0.016105335867824255
-5.59866220735786,-0.016416624125948243
-5.558528428093646,-0.01673373854311455
-5.518394648829432,-0.017056697959265232
-5.478260869565218,-0.01738553064663062
-5.438127090301004,-0.017720448837710068
-5.397993311036789,-0.018061490267718527
-5.357859531772576,-0.018408666058685075
-5.317725752508361,-0.018762204878502775
-5.277591973244148,-0.019122038123337015
-5.237458193979933,-0.019488413973636654
-5.197324414715719,-0.019861340644294456
-5.157190635451505,-0.020240804729778406
-5.117056856187291,-0.020627047748261074
-5.076923076923077,-0.021020073113085846
-5.036789297658863,-0.02141985365682353
-4.996655518394649,-0.0218266312631894
-4.956521739130435,-0.02224037853523031
-4.916387959866221,-0.022661086893297933
-4.8762541806020065,-0.02308895893578211
-4.8361204013377925,-0.023523892567924864
-4.7959866220735785,-0.02396608800985267
-4.7558528428093645,-0.024415508309689526
-4.7157190635451505,-0.024872071503533544
-4.6755852842809364,-0.025336004573912385
-4.635451505016722,-0.02580721723830992
-4.595317725752508,-0.02628562998263484
-4.555183946488294,-0.026771411889609853
-4.51505016722408,-0.027264475192005033
-4.474916387959866,-0.027764703663915924
-4.434782608695652,-0.028272230285442346
-4.394648829431438,-0.028786846854417902
-4.354515050167224,-0.029308636615547723
-4.31438127090301,-0.029837462261980807
-4.274247491638796,-0.03037314274074765
-4.234113712374581,-0.030915748611797467
-4.193979933110368,-0.03146505320798321
-4.153846153846153,-0.03202086230496404
-4.11371237458194,-0.03258315377490062
-4.073578595317725,-0.03315168255524448
-4.033444816053512,-0.03372614012531194
-3.9933110367892977,-0.0343065023530702
-3.9531772575250836,-0.03489237790552746
-3.9130434782608696,-0.03548353740064747
-3.8729096989966556,-0.036079679785005814
-3.8327759197324416,-0.036680548176424965
-3.7926421404682276,-0.03728565672226769
-3.752508361204013,-0.03789467284996739
-3.712374581939799,-0.038507214181360716
-3.672240802675585,-0.039122849639581014
-3.632107023411371,-0.03974099701042899
-3.591973244147157,-0.04036122029210798
-3.551839464882943,-0.04098296332407769
-3.511705685618729,-0.04160556120336034
-3.471571906354515,-0.042228426058671165
-3.431438127090301,-0.04285088076174359
-3.391304347826087,-0.04347221963450876
-3.351170568561873,-0.044091663672236825
-3.311036789297659,-0.04470837971304609
-3.270903010033445,-0.045321552040994195
-3.230769230769231,-0.04593034132654217
-3.190635451505017,-0.04653369493078352
-3.150501672240803,-0.04713066029488511
-3.1103678929765888,-0.04772025827851567
-3.0702341137123743,-0.04830132140424914
-3.0301003344481603,-0.048872753346894005
-2.9899665551839463,-0.04943337949007276
-2.9498327759197323,-0.04998200583760348
-2.9096989966555182,-0.05051726253216948
-2.869565217391304,-0.05103791107870581
-2.82943143812709,-0.0515425714250477
-2.789297658862876,-0.052029879121944234
-2.749163879598662,-0.05249831777686875
-2.709030100334448,-0.0529464516450473
-2.668896321070234,-0.053372775418404794
-2.62876254180602,-0.05377577989338356
-2.588628762541806,-0.05415383517114947
-2.548494983277592,-0.05450538542563965
-2.508361204013378,-0.054828883428487796
-2.4682274247491636,-0.055122629553975955
-2.4280936454849495,-0.055385052140074276
-2.3879598662207355,-0.05561453632545832
-2.3478260869565215,-0.05580953054914306
-2.3076923076923075,-0.0559683786468439
-2.2675585284280935,-0.056089553366048595
-2.2274247491638794,-0.056171544535594364
-2.1872909698996654,-0.05621291313762278
-2.1471571906354514,-0.05621215565401716
-2.1070234113712374,-0.05616794277124271
-2.0668896321070234,-0.056079058313017294
-2.0267558528428093,-0.05594418864073214
-1.9866220735785953,-0.05576228408160255
-1.9464882943143813,-0.055532370063325676
-1.9063545150501673,-0.05525347998762653
-1.8662207357859533,-0.05492491370064001
-1.8260869565217392,-0.05454600254007547
-1.7859531772575252,-0.05411626725564056
-1.7458193979933112,-0.053635363131465885
-1.7056856187290972,-0.053103100352296595
-1.6655518394648832,-0.05251946744993341
-1.6254180602006691,-0.05188456877774872
-1.5852842809364551,-0.051198777169047194
-1.545150501672241,-0.05046253260580014
-1.5050167224080262,-0.04967654216640871
-1.4648829431438122,-0.04884158992536647
-1.4247491638795982,-0.0479587575885978
-1.3846153846153841,-0.04702917187285749
-1.3444816053511701,-0.046054207930102065
-1.304347826086956,-0.04503531777549452
-1.264214046822742,-0.043974194855732174
-1.224080267558528,-0.04287256216701918
-1.183946488294314,-0.04173234788967228
-1.1438127090301,-0.04055553225194841
-1.103678929765886,-0.039344196562971945
-1.063545150501672,-0.03810053016553039
-1.023411371237458,-0.036826713331497896
-0.9832775919732439,-0.03552503059781764
-0.9431438127090299,-0.03419773005214921
-0.9030100334448159,-0.03284707281045085
-0.8628762541806019,-0.031475323516352516
-0.8227424749163879,-0.0300846501643266
-0.7826086956521738,-0.028677219700501633
-0.7424749163879598,-0.02725508669583321
-0.7023411371237458,-0.025820221459212256
-0.6622073578595318,-0.024374481043218044
-0.6220735785953178,-0.022919590590130046
-0.5819397993311037,-0.02145716999718461
-0.5418060200668897,-0.019988687438137642
-0.5016722408026757,-0.018515427365408677
-0.4615384615384617,-0.017038574462268308
-0.42140468227424766,-0.015559112528196195
-0.38127090301003363,-0.014077911771935403
-0.3411371237458196,-0.012595652572054528
-0.3010033444816056,-0.011112907942970596
