800, 4.0, 0.01626471200976487
1568, 2.0408163265306127, 0.012178529971700046
2592, 1.234567901234568, 0.008822986274182884
3872, 0.8264462809917354, 0.006305689937509624
5408, 0.5917159763313611, 0.004485167208221268
7200, 0.4444444444444446, 0.003197731892880936
9248, 0.3460207612456747, 0.002318364488206296
11552, 0.27700831024930744, 0.001748055415030294
14112, 0.22675736961451248, 0.0014007513613488426
16928, 0.1890359168241966, 0.0012000699500530625
20000, 0.1600000000000001, 0.0010850225963079216
23328, 0.13717421124828527, 0.001015209210192487
26912, 0.11890606420927473, 0.0009680432206484068
30752, 0.10405827263267425, 0.0009323627830793105
