mean x,mean theta,99% confidence interval
-4.8509639959891215,0.0015277590596146269,0.012952948369103554
-4.394157164063109,0.0021598082127526784,0.01228824577827918
-3.9410495041734537,0.01161435226077659,0.009714711276827666
-3.4859247762532752,0.006410013517106239,0.01228824577827918
-3.031487815421466,0.006913939633308342,0.012952948369103554
-2.575374932492794,0.011248807129122296,0.01373867644222853
-2.1212206928676736,0.023687018972510222,0.01228824577827918
-1.6648834403866868,0.019051979843582135,0.012288245778279184
-1.2111797668480613,0.037830381520731815,0.01228824577827918
-0.7559290146821828,0.0488088591316818,0.01228824577827918
-0.30072243177447094,0.09375327246956221,0.01171638263704429
0.15434978251824621,0.06225443062986296,0.012952948369103552
0.6102967665918119,0.12655423558716464,0.012288245778279194
1.0659630565172002,0.1720126489719943,0.012952948369103545
1.5205645249070385,0.1569223924502791,0.012288245778279194
1.9751748593907672,0.16503769820464276,0.011716382637044276
2.4310308254952337,0.15742446843715346,0.011716382637044276
