-0.012,-0.0035,nan,nan
-0.01,-0.0035,nan,nan
-0.008,-0.0035,nan,nan
-0.006,-0.0035,nan,nan
-0.004,-0.0035,nan,nan
-0.003,-0.0035,nan,nan
-0.002,-0.0035,nan,nan
-0.00175,-0.0035,nan,nan
-0.0015,-0.0035,-0.2057311527200133,-0.21049210079863215
-0.0013636363636363637,-0.0035,-0.14158850954922886,-0.1948937681819601
-0.0012272727272727272,-0.0035,-0.10256286998452875,-0.18361358694705038
-0.001090909090909091,-0.0035,-0.07670471167828896,-0.17550338469986845
-0.0009545454545454546,-0.0035,-0.05828588781328915,-0.1699533190665782
-0.0008181818181818182,-0.0035,-0.04457256649102822,-0.165984323722509
-0.0006818181818181819,-0.0035,-0.03391392241825228,-0.1631697724010668
-0.0005454545454545455,-0.0035,-0.025231345179559415,-0.16133716166017573
-0.0004090909090909091,-0.0035,-0.01793378874963534,-0.15992269790072686
-0.0002727272727272728,-0.0035,-0.011515751679013787,-0.1591026903862394
-0.0001363636363636363,-0.0035,-0.005624499282089113,-0.15866375665415006
0.0,-0.0035,-4.966940859852601e-09,-0.15840971201189571
0.0001363636363636363,-0.0035,0.005624489259516585,-0.15866376160548087
0.0002727272727272728,-0.0035,0.01151574135311748,-0.15910269961414225
0.0004090909090909091,-0.0035,0.017933777867421397,-0.15992270982906198
0.0005454545454545456,-0.0035,0.02523133342921894,-0.16133717461644387
0.0006818181818181819,-0.0035,0.033913909363675006,-0.163169785211535
0.0008181818181818182,-0.0035,0.044572551534367365,-0.16598433505309926
0.0009545454545454544,-0.0035,0.05828587004700544,-0.169953327501743
0.0010909090909090912,-0.0035,0.07670468973956988,-0.17550338836054205
0.0012272727272727275,-0.0035,0.10256284201140842,-0.18361358360628907
0.0013636363636363637,-0.0035,0.14158847324952437,-0.19489375735664138
0.0015,-0.0035,0.2057311053656894,-0.21049208444089648
0.002,-0.0035,nan,nan
0.003,-0.0035,nan,nan
-0.012,-0.003,nan,nan
-0.01,-0.003,nan,nan
-0.008,-0.003,nan,nan
-0.006,-0.003,nan,nan
-0.004,-0.003,nan,nan
-0.003,-0.003,nan,nan
-0.002,-0.003,nan,nan
-0.00175,-0.003,nan,nan
-0.0015,-0.003,-0.1663696621970616,-0.07501065505453063
-0.0013636363636363637,-0.003,-0.11222536004364157,-0.07115701220081593
-0.0012272727272727272,-0.003,-0.08106375137294067,-0.06753866824777731
-0.001090909090909091,-0.003,-0.06093983622797299,-0.06432249202554659
-0.0009545454545454546,-0.003,-0.04679296185297698,-0.061586143599321415
-0.0008181818181818182,-0.003,-0.03618248905630613,-0.05933583351358443
-0.0006818181818181819,-0.003,-0.02780146855321255,-0.057539767501972545
-0.0005454545454545455,-0.003,-0.020883801179573735,-0.05615186827974322
-0.0004090909090909091,-0.003,-0.014942006594963803,-0.05512569655814315
-0.0002727272727272728,-0.003,-0.009640340912470747,-0.05442196511304908
-0.0001363636363636363,-0.003,-0.004727943989530926,-0.0540115198714008
0.0,-0.003,-4.437335466697617e-09,-0.05387664797221185
0.0001363636363636363,-0.003,0.00472793501896512,-0.054011519657029106
0.0002727272727272728,-0.003,0.009640331647962113,-0.054421964591163
0.0004090909090909091,-0.003,0.014941996819331588,-0.055125695557888155
0.0005454545454545456,-0.003,0.02088379064222312,-0.056151866576763305
0.0006818181818181819,-0.003,0.0278014569527147,-0.05753976483984231
0.0008181818181818182,-0.003,0.036182476017377306,-0.05933582961596645
0.0009545454545454544,-0.003,0.0467929468941545,-0.06158613818008257
0.0010909090909090912,-0.003,0.06093981871171938,-0.06432248481298
